id,script,inflection,comment,type,suppress
ann_601,in the unlikly event of an emergency arising your attention is drawn to the safety notices displayed in this vehicle giving advise on what you should do,,,1,
ann_568,aintree racecourse,,aintree,1,
add_946,august,,,1,
ann_658,were sorry to announce this train will terminate at the next station,,,1,
ann_606,please observe the passenger alarm buttons above the doors this device is only to be used in an emergency,,,1,
add_940,february,,,1,
ann_623,30 minutes late,,,1,
ann_710,we will be stopping to evacuate passengers on the platform,,,1,
ann_688,anfield,,,1,
ann_676,the flower show,,,1,
ann_543,leave the train here for,,,1,
ann_618,please move down the train to make room for passengers about to get onboard,,,1,
ann_634,were sorry for the late running of this service,,,1,
ann_515,the next stop will be,,,2,
add_925,18th,,,1,
add_938,31st,,,1,
ann_615mod,if you require assistance please contact one of our staff on this station,,,1,
ann_579,west kirby and new brighton and the uboat story,,hamilton square for chester and ellesmere port services,1,
add_933,26th,,,1,
ann_627,were sorry for any inconvenience,,,1,
ann_570,and other longdistance services,,liverpool lime street,1,
ann_701,do not attempt to leave the train until instructed move down the carriages away from the fire and close the doors to block the smoke,,,1,
ann_561,for liverpool john lennon airport,,liverpool south parkway,1,
ann_523,this train terminates here,,,1,
ann_686,goodison park,,sandhills,1,
ann_665,in the interest of your safety and the safety of onboard staff cctv is in operation on this train,,,1,
ann_574,wrexham,,bidston,1,
ann_506,calling at,,,1,
ann_712,do not leave the train move away from the doors to make room for passengers to get onboard,,,1,
add_901,sunday,,,1,
ann_502,this train is going to,,,1,
ann_728,if you see something that doesnt look right speak to staff or text the british transport police on 61016 well sort it see it say it sorted,,,1,
ann_629,were sorry for the delay to the train and would ask passengers to remain seated until arrival at the next station,,,1,
ann_729,please do not attempt to board the train when the doors are closing,,,1,
ann_549,for other lines to,,,1,
ann_646,power supply problems,,,1,
ann_514,the next stop is,,,1,
ann_617,please listen to further announcements and await updated display information,,,1,
add_924,17th,,,1,
ann_539b,stepfree access is available at this station,,,1,
ann_596,liverpool one the beatles story and the waterfront,,,1,
ann_604,fire extinguishers are provided in this train for use in an emergency,,,1,
ann_525,please change here this train is terminating,,,1,
add_906,friday,,,1,
ann_639,this train is being terminating early due to,,,1,
ann_647,adverse weather conditions,,,1,
add_928,21st,,,1,
ann_589,warrington,,,1,
ann_737,doors open on the right,,,1,
ann_679,southport and walk to the seafront area to view the display,,,1,
ann_616,please listen for further announcements and updated display information,,,1,
add_921,14th,,,1,
add_804,please ensure children are supervised at all times,,,1,
ann_607,please observe the window hammers for use in case it is necessary to evacuate the train in an emergency,,,1,
add_907,saturday,,,1,
add_941,march,,,1,
ann_652,the severe weather conditions,,,1,
ann_620,10 minutes late,,,1,
ann_590,wigan,,kirkby and southport,1,
ann_706,there are emergency exits in all carriages and at the front and rear of the train,,,1,
ann_581,ellesmere port and chester,,hamilton square for west kirby and new brighton services,1,
ann_556,for the city line to warrington,,liverpool lime street,1,
ann_541b,the doors in the rear 4 cars will not open at this station,,,1,
ann_672,passengers travelling to,,,1,
ann_585,kirkby,,kirkdale for ormskirk services,1,
ann_558,for merseyrail city line services,,liverpool lime street,1,
ann_622,20 minutes late,,,1,
add_806,security staff patrol the merseyrail systems at all times,,,1,
add_930,23rd,,,1,
ann_685,hillside station,,hillside,1,
ann_569,chester zoo,,bache,1,
ann_700,and do not attempt to leave the train until instructed move down the carriages away from the fire and close the doors to block the smoke,,,1,
ann_501b,this is the merseyrail northern line service to,,northern line,1,
ann_583,chester,,hooton for ellesmere port services,1,
add_821,please take care when boarding the train,,,1,
add_809,revenue inspectors work on our trains be sure you have the correct ticket,,,1,
ann_567,for chester zoo,,bache,1,
add_811,special timetables will operate on,,,1,
add_915,8th,,,1,
add_807,please have your ticket ready for inspection at all times,,,1,
add_917,10th,,,1,
add_945,july,,,1,
ann_529,thank you for travelling with us,,,1,
ann_684,the open golf tournament at royal birkdale,,hillside,1,
add_805m,please move down inside the cars and make use of all available space,,,1,
add_828,this train is ready to leave please stand clear of the closing doors,,,1,
add_913,6th,,,1,
ann_713,lifts are available at our underground stations if you need assistance please use the help point provided on the platform if you use an escalator please take care hold the handrail and stand to the right,,,1,
ann_680,the wirral show,,,1,
ann_632,were sorry for the inconvenience this will cause,,,1,
ann_517,the next station is,,,1,
ann_662,an intensive programme of ticket checking on stations and trains is now in operation please ensure that you retain your ticket for inspection at all times,,,1,
add_914,7th,,,1,
add_904,wednesday,,,1,
ann_592,manchester,,southport and headbolt lane and liverpool south parkway,2,
ann_559,for crewe shrewsbury and wrexham services,,chester,1,
ann_637,this train is being delayed due to,,,1,
add_937,add_937,,,1,
ann_554,for the wirral line,,moorfields and liverpool central for all northern line services,1,
ann_593,birmingham,,liverpool south parkway,1,
ann_690,the next station and catch the special soccerbus from outside the station,,sandhills,1,
ann_641,technical problems,,,1,
ann_633,were sorry for the inconvenience this may cause,,,1,
ann_580,ellesmere port chester and the uboat story,,hamilton square,1,
ann_696,help us keep this train tidy please take your litter with you or use the litter bins on the train,,,1,
ann_681,new brighton for the showground,,new brighton,1,
add_926,19th,,,1,
ann_522,where the train will terminate,,,1,
ann_642,circumstances beyond our control,,,1,
add_951,customers are reminded that they must wear a face covering whilst travelling on this train,,,1,
ann_501a,this is the merseyrail service to,,,1,
add_942,april,,,1,
ann_695,welcome aboard this merseyrail service,,,1,
ann_734,doors open on the left hand side,,,1,
add_920,13th,,,1,
ann_654,operational difficulties,,,1,
add_912,5th,,,1,
add_823,the train has been secured and protected,,,1,
add_802,please look after your luggage any unattended luggage may be removed or destroyed at any time,,,1,
ann_511,in the interest of passenger safety your attention is drawn to the emergency information posters located within each coach on this train,,,1,
ann_711,we will be stopping to evacuate passengers and staff on the platform,,,1,
ann_638,this train is being diverted due to,,,1,
ann_553,and beyond,,,1,
add_825,please make your way to front of the train and await staff instructions,,,1,
add_929,22nd,,,1,
ann_539a,please take care when leaving the train due to the reduction in stepping height from the new train,,,1,
ann_550,for stations to,,,1,
add_931,24th,,,1,
add_827,please leave belongings behind they will be collected and can be claimed later,,,1,
ann_594,leeds,,chester,1,
ann_503,our destination is,,,1,
ann_519,were now approaching,,,1,
ann_732,north wales manchester and london,,chester,1,
ann_682,the open golf tournament at royal liverpool golf club,,hoylake,1,
ann_660,due to engineering work this train will terminate at the next station where a rail replacement bus service will be provided for your onward journey,,,1,
ann_649,a failed train ahead,,,1,
ann_645,technical problems with this train,,,1,
ann_500,welcome aboard this merseyrail service to,,,1,
ann_510,the next stop will be,,,1,
ann_571,wigan,,southport and headbolt lane,1,
ann_575,new brighton,,birkenhead north for west kirby services,1,
add_947,september,,,1,
add_927,20th,,,1,
add_952,customers are reminded that they must wear a face covering whilst travelling on this train unless they are exempt,,,1,
ann_666,this is a security alert,,,1,
ann_521,where this train terminates,,,1,
add_816,here,,,1,
ann_697,merseyrail aims to offer you the highest standard of service,,,1,
ann_576,west kirby,,birkenhead north for new brighton services,1,
ann_621,15 minutes late,,,1,
ann_504,this train is for,,,1,
ann_528,thank you for travelling with merseyrail we hoped you have a pleasant journey and look forward to you travelling with us again,,,1,
ann_551,for services to,,,1,
ann_730mod,if there is any person onboard with medical training please make yourself known to the driver or other onboard staff now,,,1,
ann_602,always follow the instructions given to you by our staff or the emergency services,,,1,
add_803,security staff patrol merseyrail trains and stations,,,1,
ann_545,passengers for,,,1,
ann_671,passengers are requested to keep their baggage with them at all times,,,1,
ann_677,southport where a bus service to the showground will depart from the station entrance,,southport,1,
ann_736,doors open on the right hand side,,,1,
add_943,may,,,1,
ann_587,preston,,ormskirk,1,
